"Step","target-coordinate_head-mlp1024-768-512_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp1024-768-512_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp1024-768-512_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-512-256_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-512-256_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-512-256_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-768-512_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-768-512_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-768-512_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-768-768_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-768-768_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-768-768_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp1024-768_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp1024-768_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp1024-768_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp1024-512_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp1024-512_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp1024-512_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp1024_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp1024_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp1024_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp1024-256_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp1024-256_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp1024-256_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-768_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-768_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-768_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-512_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-512_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-512_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768-256_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768-256_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768-256_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp512-256_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp512-256_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp512-256_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp768_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp768_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp768_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-linear_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-linear_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-linear_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp256_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp256_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp256_lr-1e-3_epoch-50 - train_loss__MAX","target-coordinate_head-mlp512_lr-1e-3_epoch-50 - train_loss","target-coordinate_head-mlp512_lr-1e-3_epoch-50 - train_loss__MIN","target-coordinate_head-mlp512_lr-1e-3_epoch-50 - train_loss__MAX"
"11","0.14336567320318191","0.14336567320318191","0.14336567320318191","0.15272724897236142","0.15272724897236142","0.15272724897236142","0.15527820292090333","0.15527820292090333","0.15527820292090333","0.150877210117588","0.150877210117588","0.150877210117588","0.14411022059531983","0.14411022059531983","0.14411022059531983","0.15522242229304908","0.15522242229304908","0.15522242229304908","0.2637421510945768","0.2637421510945768","0.2637421510945768","0.16267385269291754","0.16267385269291754","0.16267385269291754","0.15348104657478448","0.15348104657478448","0.15348104657478448","0.15179563101470145","0.15179563101470145","0.15179563101470145","0.17690134599878762","0.17690134599878762","0.17690134599878762","0.1971894654241994","0.1971894654241994","0.1971894654241994","0.2812138342280506","0.2812138342280506","0.2812138342280506","0.5659473360722059","0.5659473360722059","0.5659473360722059","0.34074838725941287","0.34074838725941287","0.34074838725941287","0.3129245966910448","0.3129245966910448","0.3129245966910448"
"12","0.12912401411632565","0.12912401411632565","0.12912401411632565","0.13480037937582245","0.13480037937582245","0.13480037937582245","0.13854701058767366","0.13854701058767366","0.13854701058767366","0.12604433637696202","0.12604433637696202","0.12604433637696202","0.12940119221869187","0.12940119221869187","0.12940119221869187","0.1375511987911647","0.1375511987911647","0.1375511987911647","0.24780681178367484","0.24780681178367484","0.24780681178367484","0.14264969562325244","0.14264969562325244","0.14264969562325244","0.13419647505374185","0.13419647505374185","0.13419647505374185","0.13583606835352996","0.13583606835352996","0.13583606835352996","0.15780797094735155","0.15780797094735155","0.15780797094735155","0.17920796369841144","0.17920796369841144","0.17920796369841144","0.2641130724375526","0.2641130724375526","0.2641130724375526","0.5618335107793947","0.5618335107793947","0.5618335107793947","0.32939975992895404","0.32939975992895404","0.32939975992895404","0.2988756989954645","0.2988756989954645","0.2988756989954645"
"13","0.11137460977510567","0.11137460977510567","0.11137460977510567","0.12443229825292193","0.12443229825292193","0.12443229825292193","0.12466978658964979","0.12466978658964979","0.12466978658964979","0.11809633746495364","0.11809633746495364","0.11809633746495364","0.11361637631000895","0.11361637631000895","0.11361637631000895","0.12302922474244127","0.12302922474244127","0.12302922474244127","0.2310864526523841","0.2310864526523841","0.2310864526523841","0.12696050231257963","0.12696050231257963","0.12696050231257963","0.11979706504228521","0.11979706504228521","0.11979706504228521","0.12085658531157391","0.12085658531157391","0.12085658531157391","0.13969215343444502","0.13969215343444502","0.13969215343444502","0.15928910062514792","0.15928910062514792","0.15928910062514792","0.25038712885800574","0.25038712885800574","0.25038712885800574","0.558574365441995","0.558574365441995","0.558574365441995","0.31677508139830257","0.31677508139830257","0.31677508139830257","0.2835512057050566","0.2835512057050566","0.2835512057050566"
"14","0.10337350107409116","0.10337350107409116","0.10337350107409116","0.10966921237605459","0.10966921237605459","0.10966921237605459","0.1155410729105965","0.1155410729105965","0.1155410729105965","0.10135853938397839","0.10135853938397839","0.10135853938397839","0.10465421485491619","0.10465421485491619","0.10465421485491619","0.108784367919982","0.108784367919982","0.108784367919982","0.21641544963649412","0.21641544963649412","0.21641544963649412","0.11408052933662766","0.11408052933662766","0.11408052933662766","0.1072134473706821","0.1072134473706821","0.1072134473706821","0.10896968483917384","0.10896968483917384","0.10896968483917384","0.1264218923565112","0.1264218923565112","0.1264218923565112","0.14591105817543887","0.14591105817543887","0.14591105817543887","0.23368932347075305","0.23368932347075305","0.23368932347075305","0.5557587318618531","0.5557587318618531","0.5557587318618531","0.3058589028506332","0.3058589028506332","0.3058589028506332","0.2715168127853573","0.2715168127853573","0.2715168127853573"
"15","0.09978625821220308","0.09978625821220308","0.09978625821220308","0.09291172776293381","0.09291172776293381","0.09291172776293381","0.09873612905862843","0.09873612905862843","0.09873612905862843","0.0907438258402976","0.0907438258402976","0.0907438258402976","0.09100814463896528","0.09100814463896528","0.09100814463896528","0.09615877305957053","0.09615877305957053","0.09615877305957053","0.20374043831839173","0.20374043831839173","0.20374043831839173","0.10151459481306446","0.10151459481306446","0.10151459481306446","0.09842519799402517","0.09842519799402517","0.09842519799402517","0.09757531780289189","0.09757531780289189","0.09757531780289189","0.11348335208405301","0.11348335208405301","0.11348335208405301","0.13305614183684986","0.13305614183684986","0.13305614183684986","0.21926236833783408","0.21926236833783408","0.21926236833783408","0.5529642245369667","0.5529642245369667","0.5529642245369667","0.29206375437200927","0.29206375437200927","0.29206375437200927","0.25680130586586436","0.25680130586586436","0.25680130586586436"
"16","0.09049020458646677","0.09049020458646677","0.09049020458646677","0.09188724901726605","0.09188724901726605","0.09188724901726605","0.08813943100339955","0.08813943100339955","0.08813943100339955","0.08548286780392331","0.08548286780392331","0.08548286780392331","0.08359890044724987","0.08359890044724987","0.08359890044724987","0.08768090914037278","0.08768090914037278","0.08768090914037278","0.1897198751850301","0.1897198751850301","0.1897198751850301","0.0929805111208519","0.0929805111208519","0.0929805111208519","0.08849332688497538","0.08849332688497538","0.08849332688497538","0.08776860110480884","0.08776860110480884","0.08776860110480884","0.1025346029559891","0.1025346029559891","0.1025346029559891","0.1213538230058426","0.1213538230058426","0.1213538230058426","0.20915256137060953","0.20915256137060953","0.20915256137060953","0.5506322957256873","0.5506322957256873","0.5506322957256873","0.2833282408842684","0.2833282408842684","0.2833282408842684","0.24499136669064303","0.24499136669064303","0.24499136669064303"
"17","0.07331563584679063","0.07331563584679063","0.07331563584679063","0.0812455422122742","0.0812455422122742","0.0812455422122742","0.07890845604672507","0.07890845604672507","0.07890845604672507","0.0748233630096352","0.0748233630096352","0.0748233630096352","0.07541849160693066","0.07541849160693066","0.07541849160693066","0.07898916210914926","0.07898916210914926","0.07898916210914926","0.17588950562019218","0.17588950562019218","0.17588950562019218","0.08289410151003003","0.08289410151003003","0.08289410151003003","0.08000761626942611","0.08000761626942611","0.08000761626942611","0.08022726085281325","0.08022726085281325","0.08022726085281325","0.09259418047286992","0.09259418047286992","0.09259418047286992","0.11231148611247513","0.11231148611247513","0.11231148611247513","0.19500147378512758","0.19500147378512758","0.19500147378512758","0.5483385530941486","0.5483385530941486","0.5483385530941486","0.2714415898204396","0.2714415898204396","0.2714415898204396","0.23194983226305527","0.23194983226305527","0.23194983226305527"
"18","0.06446535182642277","0.06446535182642277","0.06446535182642277","0.0746576898622979","0.0746576898622979","0.0746576898622979","0.0737743144020787","0.0737743144020787","0.0737743144020787","0.08557258600923576","0.08557258600923576","0.08557258600923576","0.07043777459009903","0.07043777459009903","0.07043777459009903","0.0714203229710962","0.0714203229710962","0.0714203229710962","0.16546887288504025","0.16546887288504025","0.16546887288504025","0.0765260283495682","0.0765260283495682","0.0765260283495682","0.07292200295317834","0.07292200295317834","0.07292200295317834","0.07695707630396248","0.07695707630396248","0.07695707630396248","0.08732957852133279","0.08732957852133279","0.08732957852133279","0.10263046750637843","0.10263046750637843","0.10263046750637843","0.18491227377334915","0.18491227377334915","0.18491227377334915","0.5463958672493152","0.5463958672493152","0.5463958672493152","0.2609569295639448","0.2609569295639448","0.2609569295639448","0.21895101582091953","0.21895101582091953","0.21895101582091953"
"19","0.05843866463973422","0.05843866463973422","0.05843866463973422","0.07051807136766985","0.07051807136766985","0.07051807136766985","0.06834035167333913","0.06834035167333913","0.06834035167333913","0.06266285962634023","0.06266285962634023","0.06266285962634023","0.06522673651597553","0.06522673651597553","0.06522673651597553","0.06446587179562942","0.06446587179562942","0.06446587179562942","0.1546544384138587","0.1546544384138587","0.1546544384138587","0.06915465654296883","0.06915465654296883","0.06915465654296883","0.06730635378055935","0.06730635378055935","0.06730635378055935","0.06999775878385973","0.06999775878385973","0.06999775878385973","0.07898669657744886","0.07898669657744886","0.07898669657744886","0.09478359231053717","0.09478359231053717","0.09478359231053717","0.17490541778033955","0.17490541778033955","0.17490541778033955","0.5446239579706282","0.5446239579706282","0.5446239579706282","0.2526441012530619","0.2526441012530619","0.2526441012530619","0.20883962645755458","0.20883962645755458","0.20883962645755458"
"20","0.061971672619299305","0.061971672619299305","0.061971672619299305","0.061808796251481564","0.061808796251481564","0.061808796251481564","0.069844780627867","0.069844780627867","0.069844780627867","0.05430013598389173","0.05430013598389173","0.05430013598389173","0.05773440506576983","0.05773440506576983","0.05773440506576983","0.05946960561232312","0.05946960561232312","0.05946960561232312","0.14381359636069077","0.14381359636069077","0.14381359636069077","0.0652418143557195","0.0652418143557195","0.0652418143557195","0.06550739806848963","0.06550739806848963","0.06550739806848963","0.06274995729532955","0.06274995729532955","0.06274995729532955","0.07236949067572404","0.07236949067572404","0.07236949067572404","0.08584258304393906","0.08584258304393906","0.08584258304393906","0.16439702427148564","0.16439702427148564","0.16439702427148564","0.5424746701753739","0.5424746701753739","0.5424746701753739","0.243475824462629","0.243475824462629","0.243475824462629","0.1996753922980032","0.1996753922980032","0.1996753922980032"
"21","0.05592044538403346","0.05592044538403346","0.05592044538403346","0.058493408484437376","0.058493408484437376","0.058493408484437376","0.06259666943240733","0.06259666943240733","0.06259666943240733","0.05072795501662604","0.05072795501662604","0.05072795501662604","0.05294865472111887","0.05294865472111887","0.05294865472111887","0.05614170870133273","0.05614170870133273","0.05614170870133273","0.13306562644231643","0.13306562644231643","0.13306562644231643","0.06022577744936162","0.06022577744936162","0.06022577744936162","0.060537816823952276","0.060537816823952276","0.060537816823952276","0.05876917008848085","0.05876917008848085","0.05876917008848085","0.06667151224661448","0.06667151224661448","0.06667151224661448","0.0791626628961767","0.0791626628961767","0.0791626628961767","0.15594781069370833","0.15594781069370833","0.15594781069370833","0.5406527469059861","0.5406527469059861","0.5406527469059861","0.23377110211516866","0.23377110211516866","0.23377110211516866","0.18841613673231572","0.18841613673231572","0.18841613673231572"
"22","0.05915324064448026","0.05915324064448026","0.05915324064448026","0.049936338104361426","0.049936338104361426","0.049936338104361426","0.05342458785566908","0.05342458785566908","0.05342458785566908","0.054677963998948","0.054677963998948","0.054677963998948","0.05206693446468605","0.05206693446468605","0.05206693446468605","0.05182663758921248","0.05182663758921248","0.05182663758921248","0.12882487008720214","0.12882487008720214","0.12882487008720214","0.05536393535477229","0.05536393535477229","0.05536393535477229","0.055446900499354856","0.055446900499354856","0.055446900499354856","0.056771028598213216","0.056771028598213216","0.056771028598213216","0.06333787085778714","0.06333787085778714","0.06333787085778714","0.0731992888941997","0.0731992888941997","0.0731992888941997","0.14791220290575713","0.14791220290575713","0.14791220290575713","0.5393170635331966","0.5393170635331966","0.5393170635331966","0.22724787909802927","0.22724787909802927","0.22724787909802927","0.17956654591568744","0.17956654591568744","0.17956654591568744"
"23","0.04601115989032636","0.04601115989032636","0.04601115989032636","0.04920624995620875","0.04920624995620875","0.04920624995620875","0.04493396666943971","0.04493396666943971","0.04493396666943971","0.04330281908803031","0.04330281908803031","0.04330281908803031","0.04722628455548526","0.04722628455548526","0.04722628455548526","0.04631787879539922","0.04631787879539922","0.04631787879539922","0.1157981740742284","0.1157981740742284","0.1157981740742284","0.05299744840159798","0.05299744840159798","0.05299744840159798","0.04937137361118583","0.04937137361118583","0.04937137361118583","0.05447050173302974","0.05447050173302974","0.05447050173302974","0.0589098467598009","0.0589098467598009","0.0589098467598009","0.07107928472241462","0.07107928472241462","0.07107928472241462","0.13965014458592984","0.13965014458592984","0.13965014458592984","0.537674372380851","0.537674372380851","0.537674372380851","0.21612174163944775","0.21612174163944775","0.21612174163944775","0.17096308964027387","0.17096308964027387","0.17096308964027387"
